blend,models,weights,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,mean_rmse,std_rmse
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.50+0.10+0.40,16.916276,17.019343,17.014818,16.958732,16.939802,16.969794,0.040911
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.30+0.70,16.961228,17.017186,17.009130,16.940727,16.921466,16.969948,0.037542
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.70+0.00,16.961228,17.017186,17.009130,16.940727,16.921466,16.969948,0.037542
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.82+0.18,16.941297,17.027240,16.999652,16.957026,16.924658,16.969975,0.037957
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.70+0.15,16.947652,17.011799,17.019496,16.938303,16.933226,16.970095,0.037559
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.28+0.72,16.965096,17.019702,17.006424,16.939478,16.922117,16.970564,0.037533
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.60+0.30,16.936579,17.012173,17.022340,16.941763,16.940538,16.970678,0.038205
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.82+0.18,16.943352,17.028692,16.999424,16.957407,16.924640,16.970703,0.038038
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.90+0.10,16.950111,17.033326,16.988199,16.956495,16.925426,16.970711,0.037158
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.90+0.10+0.00,16.950111,17.033326,16.988199,16.956495,16.925426,16.970711,0.037158
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.15+0.45,16.920683,17.020445,17.012523,16.957249,16.942844,16.970749,0.039198
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.90+0.00+0.10,16.942201,17.033818,16.992191,16.958735,16.930758,16.971541,0.037398
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.90+0.00+0.10,16.942201,17.033818,16.992191,16.958735,16.930758,16.971541,0.037398
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.15+0.45,16.920449,17.020433,17.014331,16.958278,16.944353,16.971569,0.039362
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.30+0.45,16.922775,17.017480,17.018373,16.953935,16.945727,16.971658,0.039136
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.65+0.25,16.942095,17.013126,17.023208,16.941037,16.939741,16.971841,0.037966
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.91+0.09,16.950653,17.034549,16.989943,16.958299,16.927492,16.972187,0.037036
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.55+0.35,16.934767,17.014813,17.023080,16.945166,16.944380,16.972441,0.038237
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.31+0.69,16.958468,17.016762,17.016397,16.944540,16.928009,16.972835,0.036996
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.35+0.45,16.927139,17.019813,17.018863,16.953127,16.945950,16.972978,0.038794
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.83+0.17,16.944066,17.030525,17.002428,16.960321,16.927873,16.973042,0.037972
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.29+0.71,16.964622,17.020126,17.012466,16.943392,16.924632,16.973048,0.037589
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.25+0.45,16.922089,17.019905,17.020731,16.957660,16.945556,16.973188,0.040146
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.45+0.40,16.928931,17.015910,17.024457,16.950330,16.946323,16.973190,0.039132
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.28+0.72,16.962148,17.018679,17.014364,16.942688,16.928981,16.973372,0.036800
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.30+0.45,16.924320,17.019928,17.021812,16.956428,16.946382,16.973774,0.039836
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.83+0.17,16.946048,17.031966,17.002257,16.960727,16.927902,16.973780,0.038055
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.75+0.10,16.962527,17.020784,17.016023,16.939928,16.931202,16.974093,0.037627
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.27+0.73,16.968865,17.023077,17.010378,16.942667,16.925788,16.974155,0.037588
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.75+0.00+0.25,16.926412,17.030717,17.011601,16.964081,16.938275,16.974217,0.040669
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.00+0.25,16.926412,17.030717,17.011601,16.964081,16.938275,16.974217,0.040669
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.91+0.09,16.953328,17.037003,16.991459,16.960211,16.929177,16.974236,0.037150
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.50+0.40,16.935395,17.019800,17.021968,16.948491,16.945759,16.974283,0.038306
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.75+0.05,16.967034,17.022810,17.014663,16.941920,16.929604,16.975206,0.037622
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.55+0.35,16.936857,17.017108,17.027405,16.948455,16.947311,16.975427,0.038587
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.20+0.45,16.922772,17.022887,17.022700,16.961774,16.947825,16.975592,0.040516
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.85+0.10+0.05,16.942170,17.033873,17.005715,16.964010,16.932854,16.975724,0.038423
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.70+0.20,16.951072,17.017548,17.025567,16.942877,16.941811,16.975775,0.037604
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.92+0.08,16.954245,17.038567,16.993454,16.962307,16.931512,16.976017,0.037038
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.30+0.70,16.961920,17.019769,17.019942,16.947340,16.931373,16.976069,0.037035
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.70+0.00,16.961920,17.019769,17.019942,16.947340,16.931373,16.976069,0.037035
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.85+0.10+0.05,16.943288,17.034708,17.005598,16.964205,16.932862,16.976132,0.038452
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.84+0.16,16.946955,17.033911,17.005329,16.963730,16.931213,16.976228,0.037983
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.50+0.40,16.936412,17.021064,17.025350,16.950737,16.947720,16.976257,0.038655
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.28+0.72,16.968132,17.023186,17.015922,16.946171,16.927921,16.976266,0.037638
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.70+0.00+0.30,16.925509,17.031467,17.016198,16.966457,16.942111,16.976349,0.041184
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.00+0.30,16.925509,17.031467,17.016198,16.966457,16.942111,16.976349,0.041184
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.65+0.30,16.948610,17.021654,17.024707,16.944939,16.944201,16.976822,0.037893
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.75+0.10,16.963965,17.022325,17.020932,16.943196,16.934034,16.976890,0.037797
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.84+0.16,16.948861,17.035319,17.005211,16.964148,16.931285,16.976965,0.038063
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.25+0.45,16.924294,17.022397,17.026159,16.961878,16.950513,16.977048,0.040462
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.10+0.45,16.926193,17.027833,17.017995,16.965208,16.949309,16.977308,0.039373
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.27+0.73,16.966195,17.022343,17.018744,16.946224,16.933072,16.977316,0.036856
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.35+0.45,16.929468,17.022977,17.025947,16.958078,16.950297,16.977354,0.039597
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.80+0.00+0.20,16.932559,17.035004,17.012350,16.967196,16.939972,16.977416,0.040138
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.80+0.00+0.20,16.932559,17.035004,17.012350,16.967196,16.939972,16.977416,0.040138
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.45+0.10+0.45,16.925814,17.027616,17.018982,16.965694,16.950089,16.977639,0.039483
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.65+0.30,16.949066,17.022159,17.026337,16.945985,16.945106,16.977731,0.038027
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.26+0.74,16.972746,17.026566,17.014450,16.945967,16.929579,16.977861,0.037644
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.85+0.05+0.10,16.940154,17.036229,17.009079,16.966821,16.937027,16.977862,0.038968
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.92+0.08,16.956658,17.040782,16.994837,16.964036,16.933046,16.977872,0.037138
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.35+0.45,16.929704,17.022692,17.026138,16.958472,16.952587,16.977919,0.039177
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.85+0.05+0.10,16.940671,17.036613,17.008985,16.966877,16.937000,16.978029,0.038971
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.75+0.15,16.963223,17.024099,17.022719,16.943402,16.938283,16.978345,0.037728
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.20+0.45,16.924290,17.024675,17.026788,16.964920,16.951523,16.978439,0.040779
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.25+0.30+0.45,16.927339,17.023251,17.028715,16.961831,16.952733,16.978774,0.040207
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.70+0.20,16.953398,17.019955,17.030070,16.946369,16.944942,16.978947,0.037857
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.75+0.05,16.969038,17.025002,17.021286,16.946428,16.933506,16.979052,0.037774
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.60+0.00+0.40,16.929460,17.032939,17.015699,16.969076,16.949217,16.979278,0.039232
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.60+0.00+0.40,16.929460,17.032939,17.015699,16.969076,16.949217,16.979278,0.039232
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.70+0.25,16.955933,17.024233,17.026699,16.945572,16.944493,16.979386,0.037844
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.29+0.71,16.965492,17.022900,17.023613,16.950260,16.934864,16.979426,0.037076
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.85+0.15,16.949964,17.037421,17.008355,16.967255,16.934681,16.979535,0.037996
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.85+0.15+0.00,16.949964,17.037421,17.008355,16.967255,16.934681,16.979535,0.037996
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.27+0.73,16.971757,17.026365,17.019498,16.949065,16.931334,16.979604,0.037689
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.93+0.07,16.957959,17.042706,16.997091,16.966431,16.935658,16.979969,0.037041
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.75+0.15,16.964138,17.025057,17.025952,16.945505,16.940107,16.980152,0.037880
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.60+0.35,16.947162,17.025012,17.028744,16.950294,16.949967,16.980236,0.038117
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.85+0.15,16.951781,17.038775,17.008284,16.967673,16.934789,16.980260,0.038070
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.85+0.15+0.00,16.951781,17.038775,17.008284,16.967673,16.934789,16.980260,0.038070
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.70+0.25,16.956379,17.024708,17.028315,16.946599,16.945385,16.980277,0.037959
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.40+0.45,16.935880,17.026879,17.027920,16.959050,16.954183,16.980782,0.038841
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.15+0.45,16.926362,17.028894,17.027710,16.968764,16.952932,16.980932,0.040984
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.05+0.40,16.926293,17.032153,17.025062,16.971094,16.950971,16.981115,0.041354
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.60+0.35,16.947628,17.025548,17.030388,16.951357,16.950886,16.981161,0.038270
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.75+0.05,16.967258,17.024758,17.026058,16.948371,16.939925,16.981274,0.037109
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.26+0.74,16.970364,17.026130,17.023250,16.949878,16.937291,16.981383,0.036914
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.55+0.05+0.40,16.926392,17.032346,17.025789,16.971616,16.951590,16.981546,0.041415
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.93+0.07,16.960098,17.044673,16.998331,16.967970,16.937032,16.981621,0.037128
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.25+0.75,16.976740,17.030169,17.018640,16.949376,16.933488,16.981683,0.037703
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.75+0.00,16.976740,17.030169,17.018640,16.949376,16.933488,16.981683,0.037703
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.15+0.75+0.10,16.965063,17.024814,17.029540,16.948555,16.943695,16.982333,0.037324
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.40+0.15+0.45,16.927321,17.030069,17.030595,16.970952,16.955508,16.982889,0.041187
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.28+0.72,16.969185,17.026155,17.027409,16.953298,16.938485,16.982907,0.037119
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.86+0.14,16.953089,17.041053,17.011506,16.970886,16.938276,16.982962,0.038012
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.26+0.74,16.975497,17.029664,17.023196,16.952074,16.934870,16.983060,0.037742
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.50+0.40,16.940876,17.025629,17.034197,16.957830,16.957197,16.983146,0.038761
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.35+0.45,16.933425,17.027242,17.034455,16.964780,16.958187,16.983618,0.040021
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.00+0.35,16.929853,17.037281,17.025441,16.974266,16.951478,16.983664,0.041569
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.00+0.35,16.929853,17.037281,17.025441,16.974266,16.951478,16.983664,0.041569
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.86+0.14,16.954808,17.042349,17.011477,16.971307,16.938414,16.983671,0.038080
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.40+0.45,16.937530,17.029054,17.033132,16.962611,16.957303,16.983926,0.039430
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.94+0.06,16.961791,17.046966,17.000853,16.970671,16.939930,16.984042,0.037046
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.94+0.06,16.963648,17.048677,17.001942,16.972012,16.941134,16.985483,0.037120
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.25+0.75,16.974653,17.030038,17.027883,16.953651,16.941639,16.985573,0.036975
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.75+0.00,16.974653,17.030038,17.027883,16.953651,16.941639,16.985573,0.036975
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.24+0.76,16.980847,17.033886,17.022947,16.952896,16.937516,16.985619,0.037764
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.85+0.00+0.15,16.943917,17.044472,17.018443,16.975690,16.947196,16.985944,0.039635
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.85+0.00+0.15,16.943917,17.044472,17.018443,16.975690,16.947196,16.985944,0.039635
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.50+0.40,16.942886,17.027884,17.038458,16.961045,16.960062,16.986067,0.039142
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.27+0.73,16.972999,17.029534,17.031332,16.956454,16.942234,16.986511,0.037166
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.87+0.13,16.956333,17.044809,17.014783,16.974632,16.941998,16.986511,0.038029
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.25+0.75,16.979353,17.033082,17.027014,16.955197,16.938528,16.986635,0.037798
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.75+0.00,16.979353,17.033082,17.027014,16.955197,16.938528,16.986635,0.037798
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.50+0.05+0.45,16.934459,17.038089,17.026389,16.975939,16.958746,16.986724,0.039604
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.50+0.05+0.45,16.934164,17.037886,17.026775,16.976077,16.959026,16.986786,0.039660
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.87+0.13,16.957944,17.046041,17.014789,16.975050,16.942162,16.987197,0.038093
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.75+0.10,16.968734,17.028582,17.036441,16.954010,16.948585,16.987270,0.037605
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.15+0.40+0.45,16.939704,17.030984,17.037105,16.966000,16.962675,16.987294,0.039279
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.75+0.20,16.969122,17.032755,17.034727,16.952333,16.950842,16.987956,0.037936
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.75+0.05,16.972239,17.029920,17.035329,16.955795,16.946578,16.987972,0.037413
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.95+0.05,16.965741,17.051347,17.004741,16.975024,16.944328,16.988236,0.037051
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.95+0.05+0.00,16.965741,17.051347,17.004741,16.975024,16.944328,16.988236,0.037051
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.95+0.00+0.05,16.962176,17.051811,17.006481,16.975935,16.946770,16.988634,0.037212
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.95+0.00+0.05,16.962176,17.051811,17.006481,16.975935,16.946770,16.988634,0.037212
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.05+0.65+0.30,16.955995,17.029637,17.041043,16.957278,16.959651,16.988721,0.038253
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.75+0.15,16.968064,17.030206,17.038353,16.954202,16.952943,16.988754,0.037637
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.75+0.20,16.969557,17.033198,17.036327,16.953348,16.951723,16.988831,0.038031
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.10+0.45,16.932868,17.037928,17.035393,16.978482,16.961072,16.989149,0.041443
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.95+0.05,16.967311,17.052793,17.005670,16.976162,16.945353,16.989458,0.037112
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.95+0.05+0.00,16.967311,17.052793,17.005670,16.976162,16.945353,16.989458,0.037112
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.55+0.40,16.951591,17.034293,17.038843,16.961719,16.961784,16.989646,0.038518
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.23+0.77,16.985066,17.037717,17.027373,16.956526,16.941659,16.989668,0.037828
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.24+0.76,16.979065,17.034069,17.032642,16.957542,16.946114,16.989886,0.037039
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.88+0.12,16.959682,17.048686,17.018184,16.978492,16.945847,16.990178,0.038051
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.26+0.74,16.976932,17.033037,17.035381,16.959725,16.946111,16.990237,0.037215
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.05+0.65+0.30,16.957096,17.030786,17.043243,16.958949,16.961151,16.990245,0.038411
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.10+0.45,16.933383,17.038601,17.037168,16.979833,16.962653,16.990327,0.041576
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.24+0.76,16.983324,17.036619,17.030953,16.958434,16.942310,16.990328,0.037856
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.55+0.40,16.952067,17.034860,17.040500,16.962790,16.962717,16.990587,0.038690
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.88+0.12,16.961194,17.049852,17.018221,16.978903,16.946030,16.990840,0.038109
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.45+0.45,16.947466,17.036751,17.039955,16.967751,16.965410,16.991467,0.038934
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.40+0.45,16.942547,17.034352,17.043373,16.970723,16.966871,16.991573,0.039904
